Position_X,Position_Y,Time (s),Vinkel,Vinkel_hastighet
385,359,0.0070950984954833984,-37.253634892963234,0
386,358,0.040467023849487305,-37.22539947161333,0.8460830788271291
385,358,0.07365202903747559,-37.3431612613596,-3.5486446085864554
388,355,0.10791015625,-37.25864175030046,2.4671375214064635
390,353,0.14029598236083984,-37.20125755539804,1.771892268736001
394,349,0.1730661392211914,-37.0839150371324,3.580773774312
397,342,0.20685315132141113,-37.36892284545507,-8.435425052599257
400,335,0.24041128158569336,-37.66562119858329,-8.841325508650685
401,329,0.27333927154541016,-38.13000769178574,-14.103092650677187
406,323,0.307574987411499,-38.09228645057372,1.1018096235980688
406,322,0.34043216705322266,-38.19441955813522,-3.1083954458407947
406,324,0.3738219738006592,-37.99061574337875,6.103773414984593
405,329,0.40677928924560547,-37.618181578080126,11.300500670958947
408,333,0.44012904167175293,-36.837490534190664,23.409200581572254
414,341,0.47339320182800293,-35.29482136125732,46.37631509970626
420,347,0.5072979927062988,-33.956351183574036,39.47731701067957
439,350,0.5399491786956787,-31.103980871572126,87.3588577434728
456,350,0.5738680362701416,-28.663957110281544,71.93708561480702
481,352,0.6068551540374756,-24.714955948621807,119.71343448412149
511,354,0.6406409740447998,-19.725428827497975,147.68110171788587
531,358,0.6732580661773682,-16.11723362760406,110.6228349611555
559,349,0.7055060863494873,-11.530866261440295,142.22167257663244
421,239,0.7416071891784668,-46.4763685098131,-967.9898814703508
443,232,0.7733099460601807,-44.20206023330162,71.73850163874222
475,225,0.8074440956115723,-39.64417495714481,133.52860217872313
500,217,0.8400740623474121,-35.69962133900092,120.88745447022798
530,207,0.8735291957855225,-29.82342241226094,175.64416347675123
563,201,0.9069681167602539,-20.680691388817092,273.4158506595554
596,193,0.9402902126312256,-9.527283381452365,334.71508066456715
628,183,0.9732160568237305,3.44221528589745,393.9002624054859
656,176,1.0075161457061768,15.945395900922858,364.5232715832449
691,166,1.0414631366729736,31.469506897677114,457.3044783833181
724,160,1.0734820365905762,43.39399701071776,372.4203562185815
749,152,1.10532808303833,51.666659890901364,259.770483402252
789,147,1.1417369842529297,60.145706144430186,232.8838819812779
714,241,1.173140048980713,26.203948104171157,-1080.8422150666643
739,239,1.2068030834197998,32.195733934713246,177.99303985456788
777,237,1.240760087966919,40.01588501742131,230.29566909698207
797,234,1.273982048034668,43.88914071704897,116.58721194441827
830,231,1.3061602115631104,49.24179242311382,166.3442259945515
1004,180,1.3401589393615723,71.29689816063453,648.7038535164974
856,210,1.373878002166748,55.86405992208772,-457.6888250932618
963,133,1.4081411361694336,76.39691224859044,599.2695333968385
892,206,1.4385900497436523,60.164460899738444,-533.1044508135126
1089,187,1.4741761684417725,73.71634225185463,380.8193151683069
906,223,1.5049359798431396,58.830461665940504,-483.9392671065755
922,235,1.5409259796142578,58.5090816799128,-8.929702363755137
931,247,1.5719201564788818,57.64817374377671,-27.776441358528633
940,259,1.6066710948944092,56.85044266115088,-22.955670235063057
950,275,1.6385071277618408,55.71312302279103,-35.724288987128475
953,290,1.6740999221801758,54.21892613810745,-41.98031958721045
1092,241,1.70530104637146,67.96873996890656,440.6832826440282
991,324,1.740328073501587,53.55248336325307,-411.57522595612994
1068,236,1.77229905128479,67.45282233235953,434.77991393836595
1099,258,1.8057861328125,66.5276826750465,-27.626762772607954
1097,250,1.8387930393218994,67.25231898012316,21.954081182079335
1069,229,1.8720519542694092,68.2646248057856,30.437127226191517
1062,213,1.9079790115356445,69.75712113986954,41.54240418367365
1065,210,1.9401791095733643,70.2239233973608,14.496920380318317
1061,206,1.9717881679534912,70.51919977172064,9.341511246835305
1049,192,2.005476236343384,71.6853360518275,34.61570626758596
1067,212,2.038728952407837,70.07866787951463,-48.31690046607634
1051,206,2.0743050575256348,70.10232980547684,0.6651072646617088
1043,216,2.1052780151367188,68.573220431109,-49.36917531636183
1064,242,2.1388051509857178,66.61477894278624,-58.41362343455947
943,345,2.1718530654907227,47.59415119558532,-575.546990849313
1073,281,2.206064224243164,62.98142969696404,449.77367217299076
1021,283,2.2382102012634277,59.841382635056824,-97.68087185304229
1098,338,2.272473096847534,58.93059679076659,-26.582278840224998
1042,339,2.30538010597229,55.595325859565136,-101.35442326456648
