Position_X,Position_Y,Time (s),Vinkel,Vinkel_hastighet
998,494,0.015551090240478516,0.0,0
998,494,0.08369708061218262,0.0,0.0
998,494,0.1504969596862793,0.0,0.0
998,494,0.21819615364074707,0.0,0.0
998,494,0.28328680992126465,0.0,0.0
998,494,0.35538387298583984,0.0,0.0
998,494,0.4164597988128662,0.0,0.0
998,494,0.48342204093933105,0.0,0.0
998,494,0.5577600002288818,0.0,0.0
998,494,0.6159529685974121,0.0,0.0
998,494,0.6840558052062988,0.0,0.0
998,494,0.7469480037689209,0.0,0.0
998,494,0.8168799877166748,0.0,0.0
998,494,0.88388991355896,0.0,0.0
998,494,0.9503300189971924,0.0,0.0
998,494,1.0151467323303223,0.0,0.0
998,494,1.086289882659912,0.0,0.0
998,494,1.1526789665222168,0.0,0.0
997,494,1.2164807319641113,-0.13839533353391467,-2.16914583123807
997,494,1.2845399379730225,-0.13839533353391467,0.0
997,494,1.3508079051971436,-0.13839533353391467,0.0
998,494,1.4189808368682861,0.0,2.0300628143955417
998,494,1.483731985092163,0.0,0.0
998,494,1.5522749423980713,0.0,0.0
998,494,1.6170718669891357,0.0,0.0
998,494,1.6844630241394043,0.0,0.0
998,494,1.7560951709747314,0.0,0.0
998,494,1.8143839836120605,0.0,0.0
998,494,1.8861489295959473,0.0,0.0
998,494,1.9504590034484863,0.0,0.0
998,494,2.01926589012146,0.0,0.0
998,494,2.080366849899292,0.0,0.0
998,494,2.1519718170166016,0.0,0.0
998,494,2.21779203414917,0.0,0.0
998,494,2.2849209308624268,0.0,0.0
997,494,2.3547070026397705,-0.13839533353391467,-1.9831368926377242
997,494,2.413205146789551,-0.13839533353391467,0.0
997,494,2.4843459129333496,-0.13839533353391467,0.0
997,494,2.551649808883667,-0.13839533353391467,0.0
998,494,2.617382049560547,0.0,2.105440680384302
998,494,2.684148073196411,0.0,0.0
998,494,2.7525017261505127,0.0,0.0
998,494,2.8166921138763428,0.0,0.0
998,494,2.8860819339752197,0.0,0.0
998,494,2.947460889816284,0.0,0.0
998,494,3.011662006378174,0.0,0.0
998,494,3.0794498920440674,0.0,0.0
998,494,3.147296905517578,0.0,0.0
998,494,3.217311143875122,0.0,0.0
998,494,3.284466028213501,0.0,0.0
998,494,3.353196859359741,0.0,0.0
998,494,3.416461944580078,0.0,0.0
998,494,3.4826698303222656,0.0,0.0
998,494,3.558866024017334,0.0,0.0
997,494,3.6147849559783936,-0.13839533353391467,-2.474928055319251
997,494,3.684159994125366,-0.13839533353391467,0.0
998,494,3.7501118183135986,0.0,2.098430714197108
998,494,3.815294027328491,0.0,0.0
998,494,3.883424758911133,0.0,0.0
998,494,3.9518229961395264,0.0,0.0
998,494,4.017258167266846,0.0,0.0
998,494,4.080142974853516,0.0,0.0
998,494,4.158495903015137,0.0,0.0
998,494,4.2144739627838135,0.0,0.0
998,494,4.2826149463653564,0.0,0.0
998,494,4.351956129074097,0.0,0.0
998,494,4.414611101150513,0.0,0.0
998,494,4.478708982467651,0.0,0.0
998,494,4.551153898239136,0.0,0.0
998,494,4.615907907485962,0.0,0.0
998,494,4.681455850601196,0.0,0.0
997,494,4.746129989624023,-0.13839533353391467,-2.139886755741227
997,494,4.811555862426758,-0.13839533353391467,0.0
997,494,4.883498907089233,-0.13839533353391467,0.0
997,494,4.9531450271606445,-0.13839533353391467,0.0
998,494,5.014391899108887,0.0,2.259631049416993
998,494,5.083594799041748,0.0,0.0
998,494,5.150099039077759,0.0,0.0
998,494,5.219158887863159,0.0,0.0
998,494,5.282613754272461,0.0,0.0
998,494,5.350709915161133,0.0,0.0
998,494,5.416031837463379,0.0,0.0
998,494,5.4818878173828125,0.0,0.0
998,494,5.545930862426758,0.0,0.0
998,494,5.6143269538879395,0.0,0.0
998,494,5.683592081069946,0.0,0.0
998,494,5.7529120445251465,0.0,0.0
998,494,5.814913988113403,0.0,0.0
997,494,5.88375997543335,-0.13839533353391467,-2.010216410881776
997,494,5.952415943145752,-0.13839533353391467,0.0
997,494,6.015769958496094,-0.13839533353391467,0.0
997,494,6.085253000259399,-0.13839533353391467,0.0
997,494,6.151381015777588,-0.13839533353391467,0.0
998,494,6.217115879058838,0.0,2.1053566802410937
998,494,6.282290935516357,0.0,0.0
998,494,6.351286888122559,0.0,0.0
998,494,6.414111852645874,0.0,0.0
998,494,6.483397006988525,0.0,0.0
998,494,6.5494959354400635,0.0,0.0
998,494,6.615464925765991,0.0,0.0
998,494,6.683411121368408,0.0,0.0
998,494,6.752447128295898,0.0,0.0
998,494,6.814425945281982,0.0,0.0
997,494,6.883466720581055,-0.13839533353391467,-2.004544892991292
997,494,6.953174829483032,-0.13839533353391467,0.0
997,494,7.01694393157959,-0.13839533353391467,0.0
997,494,7.083486080169678,-0.13839533353391467,0.0
997,494,7.152686834335327,-0.13839533353391467,0.0
997,494,7.215834856033325,-0.13839533353391467,0.0
997,494,7.283556938171387,-0.13839533353391467,0.0
997,494,7.350335121154785,-0.13839533353391467,0.0
997,494,7.417101860046387,-0.13839533353391467,0.0
998,494,7.48324990272522,0.0,2.0922060265012252
998,494,7.551370859146118,0.0,0.0
998,494,7.61660099029541,0.0,0.0
998,494,7.683288812637329,0.0,0.0
998,494,7.750988960266113,0.0,0.0
998,494,7.816744089126587,0.0,0.0
998,494,7.883027076721191,0.0,0.0
998,494,7.950925827026367,0.0,0.0
997,494,8.018054008483887,-0.13839533353391467,-2.0616577200366266
997,494,8.083268880844116,-0.13839533353391467,0.0
997,494,8.150912761688232,-0.13839533353391467,0.0
