Position_X,Position_Y,Time (s),Vinkel,Vinkel_hastighet
998,912,0.040730953216552734,0.0688650864448762,0
998,911,0.10449886322021484,0.06894795650710416,0.0012995574454800001
998,911,0.1711568832397461,0.06894795650710416,0.0
998,911,0.24006199836730957,0.06894795650710416,0.0
998,912,0.30861687660217285,0.0688650864448762,-0.0012088134989322243
997,912,0.3748128414154053,0.0,-1.0403215156569516
997,911,0.4398500919342041,0.0,0.0
997,911,0.5023858547210693,0.0,0.0
997,912,0.5690839290618896,0.0,0.0
997,911,0.641942024230957,0.0,0.0
997,911,0.7094058990478516,0.0,0.0
997,911,0.7774839401245117,0.0,0.0
997,911,0.8451309204101562,0.0,0.0
997,911,0.9094729423522949,0.0,0.0
997,911,0.9719388484954834,0.0,0.0
997,911,1.0457520484924316,0.0,0.0
997,911,1.1075329780578613,0.0,0.0
997,912,1.1750409603118896,0.0,0.0
997,911,1.242110013961792,0.0,0.0
998,912,1.3063838481903076,0.0688650864448762,1.0714326797439389
998,912,1.3725640773773193,0.0688650864448762,0.0
998,912,1.43681001663208,0.0688650864448762,0.0
998,912,1.5081260204315186,0.0688650864448762,0.0
998,912,1.5749809741973877,0.0688650864448762,0.0
998,911,1.6415479183197021,0.06894795650710416,0.0012449131219796842
998,911,1.7051539421081543,0.06894795650710416,0.0
998,911,1.7767338752746582,0.06894795650710416,0.0
998,911,1.8414809703826904,0.06894795650710416,0.0
998,911,1.9105217456817627,0.06894795650710416,0.0
998,911,1.975064754486084,0.06894795650710416,0.0
998,911,2.043998956680298,0.06894795650710416,0.0
998,912,2.107548952102661,0.0688650864448762,-0.0013040136616405743
998,911,2.1750810146331787,0.06894795650710416,0.0012271217422170232
998,912,2.2436580657958984,0.0688650864448762,-0.0012084226548517445
998,912,2.30732798576355,0.0688650864448762,0.0
997,912,2.3757119178771973,0.0,-1.0070360728954442
997,912,2.440567970275879,0.0,0.0
997,912,2.5066349506378174,0.0,0.0
997,912,2.576645851135254,0.0,0.0
997,912,2.6431491374969482,0.0,0.0
998,912,2.7070000171661377,0.0688650864448762,1.0785299560736716
998,912,2.7754299640655518,0.0688650864448762,0.0
998,912,2.84377384185791,0.0688650864448762,0.0
998,912,2.907155990600586,0.0688650864448762,0.0
998,912,2.9744861125946045,0.0688650864448762,0.0
998,912,3.0373709201812744,0.0688650864448762,0.0
998,912,3.1060030460357666,0.0688650864448762,0.0
998,912,3.17356276512146,0.0688650864448762,0.0
998,912,3.242947816848755,0.0688650864448762,0.0
998,912,3.3090999126434326,0.0688650864448762,0.0
998,912,3.3751509189605713,0.0688650864448762,0.0
998,912,3.4410150051116943,0.0688650864448762,0.0
998,912,3.5075888633728027,0.0688650864448762,0.0
998,912,3.5736258029937744,0.0688650864448762,0.0
998,912,3.6403610706329346,0.0688650864448762,0.0
998,912,3.703187942504883,0.0688650864448762,0.0
998,912,3.774989128112793,0.0688650864448762,0.0
998,912,3.8429551124572754,0.0688650864448762,0.0
998,912,3.906593084335327,0.0688650864448762,0.0
998,912,3.9733378887176514,0.0688650864448762,0.0
998,912,4.040342092514038,0.0688650864448762,0.0
998,912,4.106454133987427,0.0688650864448762,0.0
998,912,4.175057888031006,0.0688650864448762,0.0
998,912,4.240166902542114,0.0688650864448762,0.0
998,912,4.310100078582764,0.0688650864448762,0.0
998,912,4.373194932937622,0.0688650864448762,0.0
998,912,4.4403767585754395,0.0688650864448762,0.0
998,912,4.501269102096558,0.0688650864448762,0.0
998,912,4.573467969894409,0.0688650864448762,0.0
998,912,4.643126964569092,0.0688650864448762,0.0
998,912,4.708137035369873,0.0688650864448762,0.0
998,912,4.774538993835449,0.0688650864448762,0.0
998,911,4.840956926345825,0.06894795650710416,0.0012477061404314491
998,911,4.905243873596191,0.06894795650710416,0.0
998,911,4.971981763839722,0.06894795650710416,0.0
998,911,5.037660837173462,0.06894795650710416,0.0
998,911,5.107341051101685,0.06894795650710416,0.0
998,911,5.176495790481567,0.06894795650710416,0.0
998,911,5.240623950958252,0.06894795650710416,0.0
998,911,5.3090660572052,0.06894795650710416,0.0
998,911,5.375747919082642,0.06894795650710416,0.0
998,911,5.4423558712005615,0.06894795650710416,0.0
998,911,5.508401870727539,0.06894795650710416,0.0
998,911,5.575141906738281,0.06894795650710416,0.0
998,911,5.643723011016846,0.06894795650710416,0.0
997,912,5.709786891937256,0.0,-1.043655860759506
997,912,5.774484872817993,0.0,0.0
997,911,5.8401947021484375,0.0,0.0
997,912,5.909218788146973,0.0,0.0
997,912,5.974200010299683,0.0,0.0
997,912,6.042818784713745,0.0,0.0
997,912,6.104935884475708,0.0,0.0
997,912,6.172827959060669,0.0,0.0
998,912,6.2410359382629395,0.0688650864448762,1.009633876421658
998,912,6.306432008743286,0.0688650864448762,0.0
998,911,6.371693849563599,0.06894795650710416,0.0012698088375430055
998,911,6.439874887466431,0.06894795650710416,0.0
998,911,6.50787091255188,0.06894795650710416,0.0
