Position_X,Position_Y,Time (s),Vinkel,Vinkel_hastighet
953,493,0.023288726806640625,-6.081212320671136,0
853,469,0.06907868385314941,-20.31354195752404,-310.8177110189719
777,432,0.14489293098449707,-32.00538320808349,-154.21694065369286
732,399,0.20409870147705078,-39.71712445132382,-130.25320300848438
714,384,0.27254581451416016,-42.95110996651518,-47.24794621269157
722,391,0.3355729579925537,-41.48454084594788,23.268849572249092
757,419,0.4056997299194336,-35.297142767147626,88.23161124900719
822,457,0.47092294692993164,-24.9003033900142,159.40396462597045
916,487,0.53780198097229,-11.255777689094817,204.01798405577313
1024,494,0.6106770038604736,3.731396999160499,205.65584879816797
1126,475,0.6704199314117432,18.086120380923038,240.2748571275447
1204,440,0.7391529083251953,29.89890183861457,171.86483094666573
1255,405,0.8051989078521729,38.44416840093385,129.3835602991946
1276,387,0.8718888759613037,42.26439830088684,57.28342670222307
1272,391,0.9380428791046143,41.48454084594788,-11.788514948211631
1242,415,1.0107908248901367,36.17962044797894,-72.92192708243691
1181,453,1.074906826019287,26.25701231967813,-154.7602463277999
1091,484,1.1410067081451416,13.098150794718762,-199.07541589718468
985,494,1.2076947689056396,-1.6602823689829085,-221.3054780030981
882,479,1.2766237258911133,-16.07806865638395,-209.16878650056327
799,444,1.3396987915039062,-28.544247315417188,-197.64035975104605
747,411,1.406134843826294,-37.06327707384731,-128.22901814049192
722,390,1.4708547592163086,-41.57612875506932,-69.7289490263808
723,392,1.5436718463897705,-41.28976878469872,3.9325930421858555
749,413,1.6074409484863281,-36.67670451645496,72.34011639773085
805,448,1.6774489879608154,-27.552811576717787,130.3263597756105
890,481,1.7343649864196777,-14.94030989566866,221.59853156516579
995,495,1.8096237182617188,-0.2761221009444756,194.85031750870507
1099,482,1.8735847473144531,14.237280465761097,226.91008543248438
1183,451,1.937459945678711,26.626792294896923,193.96435778536127
1241,416,2.0112497806549072,35.98679564435728,126.84678523105222
1268,394,2.071945905685425,40.79607557185064,79.23537005163497
1270,392,2.1393957138061523,41.18592516570965,5.779847337166887
1247,411,2.2069807052612305,37.06327707384731,-60.9994616127539
1194,446,2.2768959999084473,28.2914196442847,-125.46407011261591
1114,479,2.3440167903900146,16.342882543441867,-178.0154407466957
1012,495,2.41064190864563,2.0700306530411847,-214.22628978520052
909,485,2.4746429920196533,-12.258900249746572,-223.88575548087582
821,456,2.5364937782287598,-25.08359400619091,-207.3489205632139
762,422,2.6075868606567383,-34.4943003791699,-132.3716183288661
730,398,2.6717357635498047,-40.01758040962419,-86.10092739483588
725,394,2.7372007369995117,-40.90048659659811,-13.486695868779435
745,410,2.8086600303649902,-37.3666694127687,49.45217084299588
794,442,2.8758108615875244,-29.282552405355393,120.38744510284596
871,476,2.938429832458496,-17.65012421993011,185.76524052741556
970,493,3.007110834121704,-3.7404062416323804,202.52642858220108
1072,488,3.070936679840088,10.416028307570713,221.79783737868448
1163,461,3.1427628993988037,23.542542088318566,182.75378909532213
1225,427,3.208937883377075,33.30733588066238,147.56019881395176
1259,402,3.2704577445983887,39.134028858273474,94.7123881936269
1267,395,3.3441178798675537,40.601294645004465,19.919401198075246
1250,409,3.4061949253082275,37.5601748437091,-48.9894417446417
1204,440,3.4702537059783936,29.89890183861457,-119.59754658056737
1131,473,3.5432448387145996,18.82767840387172,-151.67901935095128
1035,493,3.6065709590911865,5.256965206317041,-214.29882514280908
932,490,3.6713778972625732,-9.00850374202515,-220.12255710362535
842,465,3.7386598587036133,-21.929587750175333,-192.04380686007613
776,432,3.809237003326416,-32.1222833866288,-144.41921235164727
739,406,3.869985818862915,-38.35848086198847,-102.65545789304885
729,397,3.9396238327026367,-40.21204265950441,-26.617097405765875
743,409,4.0097198486328125,-37.669449978658,36.27299850221366
785,437,4.069813013076782,-30.70343053550462,115.92032983465914
855,471,4.138054847717285,-19.95957159633389,157.438014317306
950,492,4.210709810256958,-6.5080350939267975,185.14270783722387
1051,493,4.271083831787109,7.449199849136919,231.1794806660898
1143,469,4.344663858413696,20.572184875357436,178.34982709123872
1210,437,4.404817819595337,30.821935585293083,170.3919494010635
1250,409,4.472489833831787,37.5601748437091,99.57202152831142
1263,399,4.538182973861694,39.823233169237525,34.44892913473392
1251,409,4.60944390296936,37.669449978658,-30.223899934358666
1211,436,4.670367002487183,31.011069303741586,-109.29156145393739
1145,469,4.744631767272949,20.829954339794355,-137.092132363402
1056,492,4.805046796798706,8.149570847974545,-209.8878969580535
955,493,4.871072769165039,-5.806726905531591,-211.37587608815778
862,474,4.938825845718384,-18.913490143736645,-193.4489753817389
790,442,5.010027647018433,-29.761923467621404,-152.3617819466222
749,414,5.070738792419434,-36.59443928970879,-112.54137567259161
734,402,5.142144680023193,-39.24092508399425,-37.06257121221071
743,409,5.2045557498931885,-37.669449978658,25.17942904375292
779,434,5.27040696144104,-31.625559535128872,91.78100602047792
842,466,5.337380886077881,-21.87814485946284,145.54044321757132
931,490,5.40693473815918,-9.14477165378429,183.07214948778105
1031,494,5.4686439037323,4.694914279250964,224.27277705831887
1125,476,5.543759822845459,17.912509385963272,175.96263565384217
1196,446,5.609442710876465,28.533626291217942,161.70295222464839
1241,417,5.6753926277160645,35.90587695046539,111.78559447130012
1258,403,5.736487865447998,38.93992829888512,49.66101223359142
1251,409,5.807585716247559,37.669449978658,-17.869433547419874
1217,433,5.8721747398376465,31.93237639296573,-88.82428107448133
1157,464,5.9375319480896,22.619864948040423,-142.48637134293466
1070,490,6.007953882217407,10.095648890714306,-177.84538599289422
973,495,6.069005727767944,-3.3098043100086447,-219.57490522749669
